ticket_id,customer_id,flight_id,category,ticket_text,sentiment_score,sentiment_label,severity,status,created_at,resolution_days
TKT000567,CUST0052,FLT00296,delay,Missed connecting flight due to delay. Hotel expenses incurred.,-0.125,neutral,low,resolved,2026-05-24,5
TKT000568,CUST0033,FLT00309,delay,Flight delayed by 2 hours with no proactive communication from the airline.,0.0,neutral,critical,in_progress,2026-05-24,7
TKT000569,CUST0008,FLT00115,service,No staff present at the boarding gate. Completely disorganized.,0.05,neutral,medium,open,2026-05-24,5
TKT000570,CUST0185,FLT00326,baggage,Extra baggage fee charged twice. Requesting immediate refund.,0.0,neutral,high,resolved,2026-05-24,5
TKT000571,CUST0119,FLT00229,delay,Flight delayed by 2 hours with no proactive communication from the airline.,0.0,neutral,low,resolved,2026-05-24,30
TKT000572,CUST0114,FLT00008,baggage,Luggage was damaged on arrival. Suitcase handle completely broken.,-0.4,negative,medium,closed,2026-05-24,14
TKT000573,CUST0164,FLT00077,delay,Missed connecting flight due to delay. Hotel expenses incurred.,-0.125,neutral,medium,closed,2026-05-24,1
TKT000574,CUST0042,FLT00445,refund,Flight cancelled but voucher not received. Reference pending.,0.0,neutral,low,closed,2026-05-24,1
TKT000575,CUST0059,FLT00170,refund,Refund requested 3 weeks ago. Still no response from the team.,0.0,neutral,medium,in_progress,2026-05-24,3
TKT000576,CUST0061,FLT00217,baggage,Luggage was damaged on arrival. Suitcase handle completely broken.,-0.4,negative,medium,closed,2026-05-24,14
TKT000577,CUST0196,FLT00415,service,Meal not served in business class on this flight.,0.0,neutral,low,closed,2026-05-24,1
TKT000578,CUST0112,FLT00196,baggage,Bag lost on the ABJ connection. No updates after 3 days.,0.0,neutral,critical,closed,2026-05-24,5
TKT000579,CUST0201,FLT00251,service,Promised upgrade was not honored at boarding. Very disappointing.,-0.78,negative,high,open,2026-05-24,1
TKT000580,CUST0139,FLT00295,delay,Recurring delays on this route. Reliability is simply not acceptable.,0.0,neutral,low,resolved,2026-05-24,3
TKT000581,CUST0266,FLT00443,delay,Flight delayed by 2 hours with no proactive communication from the airline.,0.0,neutral,medium,closed,2026-05-24,3
TKT000582,CUST0041,FLT00238,service,Promised upgrade was not honored at boarding. Very disappointing.,-0.78,negative,low,closed,2026-05-24,14
TKT000583,CUST0271,FLT00169,service,No staff present at the boarding gate. Completely disorganized.,0.05,neutral,critical,in_progress,2026-05-24,30
TKT000584,CUST0271,FLT00275,service,Promised upgrade was not honored at boarding. Very disappointing.,-0.78,negative,medium,resolved,2026-05-24,3
TKT000585,CUST0087,FLT00322,baggage,Luggage was damaged on arrival. Suitcase handle completely broken.,-0.4,negative,low,resolved,2026-05-24,14
TKT000586,CUST0164,FLT00303,baggage,Extra baggage fee charged twice. Requesting immediate refund.,0.0,neutral,medium,resolved,2026-05-24,5
TKT000587,CUST0063,FLT00120,refund,Flight cancelled but voucher not received. Reference pending.,0.0,neutral,low,resolved,2026-05-24,7
TKT000588,CUST0298,FLT00276,service,Promised upgrade was not honored at boarding. Very disappointing.,-0.78,negative,high,in_progress,2026-05-24,14
TKT000589,CUST0219,FLT00443,delay,Flight delayed by 2 hours with no proactive communication from the airline.,0.0,neutral,medium,closed,2026-05-24,30
TKT000590,CUST0054,FLT00202,service,Meal not served in business class on this flight.,0.0,neutral,high,resolved,2026-05-24,5
TKT000591,CUST0279,FLT00101,service,No staff present at the boarding gate. Completely disorganized.,0.05,neutral,medium,open,2026-05-24,3
TKT000592,CUST0095,FLT00404,delay,Missed connecting flight due to delay. Hotel expenses incurred.,-0.125,neutral,medium,resolved,2026-05-24,3
TKT000593,CUST0148,FLT00271,baggage,Extra baggage fee charged twice. Requesting immediate refund.,0.0,neutral,high,open,2026-05-24,5
TKT000594,CUST0117,FLT00225,service,Meal not served in business class on this flight.,0.0,neutral,medium,resolved,2026-05-24,3
TKT000595,CUST0142,FLT00149,delay,Recurring delays on this route. Reliability is simply not acceptable.,0.0,neutral,medium,resolved,2026-05-24,14
TKT000596,CUST0209,FLT00358,refund,Flight cancelled but voucher not received. Reference pending.,0.0,neutral,medium,closed,2026-05-24,14
TKT000597,CUST0047,FLT00042,delay,Flight delayed by 2 hours with no proactive communication from the airline.,0.0,neutral,low,resolved,2026-05-24,3
TKT000598,CUST0223,FLT00323,refund,Flight cancelled but voucher not received. Reference pending.,0.0,neutral,low,resolved,2026-05-24,30
TKT000599,CUST0115,FLT00030,delay,Missed connecting flight due to delay. Hotel expenses incurred.,-0.125,neutral,critical,closed,2026-05-24,3
TKT000600,CUST0241,FLT00394,service,Promised upgrade was not honored at boarding. Very disappointing.,-0.78,negative,low,resolved,2026-05-24,14
TKT000601,CUST0207,FLT00324,service,Promised upgrade was not honored at boarding. Very disappointing.,-0.78,negative,medium,closed,2026-05-24,7
TKT000602,CUST0007,FLT00225,delay,Recurring delays on this route. Reliability is simply not acceptable.,0.0,neutral,high,in_progress,2026-05-24,3
TKT000603,CUST0193,FLT00385,refund,Flight cancelled but voucher not received. Reference pending.,0.0,neutral,low,in_progress,2026-05-24,1
TKT000604,CUST0009,FLT00414,service,No staff present at the boarding gate. Completely disorganized.,0.05,neutral,low,resolved,2026-05-24,30
TKT000605,CUST0004,FLT00203,delay,Missed connecting flight due to delay. Hotel expenses incurred.,-0.125,neutral,medium,closed,2026-05-24,3
TKT000606,CUST0201,FLT00197,refund,Flight cancelled but voucher not received. Reference pending.,0.0,neutral,low,resolved,2026-05-24,7
TKT000607,CUST0041,FLT00077,delay,Flight delayed by 2 hours with no proactive communication from the airline.,0.0,neutral,high,open,2026-05-24,3
TKT000608,CUST0060,FLT00267,delay,Missed connecting flight due to delay. Hotel expenses incurred.,-0.125,neutral,medium,in_progress,2026-05-24,5
TKT000609,CUST0055,FLT00028,service,Meal not served in business class on this flight.,0.0,neutral,high,resolved,2026-05-24,1
TKT000610,CUST0091,FLT00406,delay,Recurring delays on this route. Reliability is simply not acceptable.,0.0,neutral,low,closed,2026-05-24,3
TKT000611,CUST0235,FLT00085,delay,Recurring delays on this route. Reliability is simply not acceptable.,0.0,neutral,low,resolved,2026-05-24,1
TKT000612,CUST0284,FLT00109,baggage,Extra baggage fee charged twice. Requesting immediate refund.,0.0,neutral,high,closed,2026-05-24,1
TKT000613,CUST0265,FLT00195,refund,Flight cancelled but voucher not received. Reference pending.,0.0,neutral,high,resolved,2026-05-24,7
TKT000614,CUST0171,FLT00253,service,Meal not served in business class on this flight.,0.0,neutral,medium,closed,2026-05-24,1
TKT000615,CUST0095,FLT00013,refund,Flight cancelled but voucher not received. Reference pending.,0.0,neutral,critical,resolved,2026-05-24,7
TKT000616,CUST0017,FLT00404,baggage,Luggage was damaged on arrival. Suitcase handle completely broken.,-0.4,negative,critical,in_progress,2026-05-24,7
TKT000617,CUST0267,FLT00075,baggage,Extra baggage fee charged twice. Requesting immediate refund.,0.0,neutral,high,resolved,2026-05-24,5
TKT000618,CUST0167,FLT00247,baggage,Luggage was damaged on arrival. Suitcase handle completely broken.,-0.4,negative,low,open,2026-05-24,1
TKT000619,CUST0031,FLT00045,service,Meal not served in business class on this flight.,0.0,neutral,medium,in_progress,2026-05-24,7
TKT000620,CUST0072,FLT00330,refund,Refund requested 3 weeks ago. Still no response from the team.,0.0,neutral,medium,closed,2026-05-24,3
TKT000621,CUST0251,FLT00341,delay,Recurring delays on this route. Reliability is simply not acceptable.,0.0,neutral,high,closed,2026-05-24,14
TKT000622,CUST0025,FLT00279,baggage,Luggage was damaged on arrival. Suitcase handle completely broken.,-0.4,negative,medium,resolved,2026-05-24,7
TKT000623,CUST0232,FLT00162,service,Meal not served in business class on this flight.,0.0,neutral,medium,open,2026-05-24,5
TKT000624,CUST0183,FLT00058,service,No staff present at the boarding gate. Completely disorganized.,0.05,neutral,low,in_progress,2026-05-24,7
TKT000625,CUST0056,FLT00434,service,Meal not served in business class on this flight.,0.0,neutral,low,closed,2026-05-24,7
TKT000626,CUST0126,FLT00020,baggage,Bag lost on the ABJ connection. No updates after 3 days.,0.0,neutral,low,resolved,2026-05-24,3
TKT000627,CUST0180,FLT00123,service,Meal not served in business class on this flight.,0.0,neutral,critical,in_progress,2026-05-24,7
TKT000628,CUST0183,FLT00026,delay,Missed connecting flight due to delay. Hotel expenses incurred.,-0.125,neutral,critical,closed,2026-05-24,7
TKT000629,CUST0140,FLT00118,baggage,Luggage was damaged on arrival. Suitcase handle completely broken.,-0.4,negative,high,resolved,2026-05-24,3
TKT000630,CUST0259,FLT00217,baggage,Extra baggage fee charged twice. Requesting immediate refund.,0.0,neutral,medium,closed,2026-05-24,7
TKT000631,CUST0193,FLT00458,delay,Flight delayed by 2 hours with no proactive communication from the airline.,0.0,neutral,low,resolved,2026-05-24,1
TKT000632,CUST0058,FLT00378,refund,Refund requested 3 weeks ago. Still no response from the team.,0.0,neutral,medium,resolved,2026-05-24,3
TKT000633,CUST0063,FLT00178,service,Meal not served in business class on this flight.,0.0,neutral,low,open,2026-05-24,7
TKT000634,CUST0216,FLT00181,refund,Flight cancelled but voucher not received. Reference pending.,0.0,neutral,medium,resolved,2026-05-24,14
TKT000635,CUST0097,FLT00258,delay,Missed connecting flight due to delay. Hotel expenses incurred.,-0.125,neutral,critical,resolved,2026-05-24,5
TKT000636,CUST0060,FLT00359,service,Meal not served in business class on this flight.,0.0,neutral,medium,resolved,2026-05-24,5
TKT000637,CUST0096,FLT00252,baggage,Extra baggage fee charged twice. Requesting immediate refund.,0.0,neutral,medium,open,2026-05-24,5
TKT000638,CUST0196,FLT00268,baggage,Bag lost on the ABJ connection. No updates after 3 days.,0.0,neutral,critical,open,2026-05-24,5
TKT000639,CUST0138,FLT00009,service,Promised upgrade was not honored at boarding. Very disappointing.,-0.78,negative,low,open,2026-05-24,3
TKT000640,CUST0036,FLT00132,baggage,Luggage was damaged on arrival. Suitcase handle completely broken.,-0.4,negative,medium,resolved,2026-05-24,1
TKT000641,CUST0049,FLT00094,baggage,Bag lost on the ABJ connection. No updates after 3 days.,0.0,neutral,medium,in_progress,2026-05-24,5
TKT000642,CUST0100,FLT00107,baggage,Bag lost on the ABJ connection. No updates after 3 days.,0.0,neutral,low,closed,2026-05-24,1
TKT000643,CUST0039,FLT00093,refund,Refund requested 3 weeks ago. Still no response from the team.,0.0,neutral,critical,resolved,2026-05-24,5
TKT000644,CUST0164,FLT00474,baggage,Bag lost on the ABJ connection. No updates after 3 days.,0.0,neutral,low,closed,2026-05-24,3
TKT000645,CUST0187,FLT00271,service,Promised upgrade was not honored at boarding. Very disappointing.,-0.78,negative,medium,closed,2026-05-24,1
TKT000646,CUST0129,FLT00479,delay,Missed connecting flight due to delay. Hotel expenses incurred.,-0.125,neutral,medium,resolved,2026-05-24,30
TKT000647,CUST0018,FLT00196,refund,Flight cancelled but voucher not received. Reference pending.,0.0,neutral,medium,resolved,2026-05-24,1
TKT000648,CUST0156,FLT00257,service,No staff present at the boarding gate. Completely disorganized.,0.05,neutral,medium,resolved,2026-05-24,3
TKT000649,CUST0074,FLT00123,service,Promised upgrade was not honored at boarding. Very disappointing.,-0.78,negative,low,resolved,2026-05-24,30
TKT000650,CUST0167,FLT00004,service,Promised upgrade was not honored at boarding. Very disappointing.,-0.78,negative,low,resolved,2026-05-24,1
TKT000651,CUST0177,FLT00123,baggage,Bag lost on the ABJ connection. No updates after 3 days.,0.0,neutral,medium,resolved,2026-05-24,7
TKT000652,CUST0155,FLT00286,refund,Refund requested 3 weeks ago. Still no response from the team.,0.0,neutral,low,resolved,2026-05-24,14
TKT000653,CUST0201,FLT00378,service,No staff present at the boarding gate. Completely disorganized.,0.05,neutral,medium,open,2026-05-24,3
TKT000654,CUST0197,FLT00006,delay,Recurring delays on this route. Reliability is simply not acceptable.,0.0,neutral,critical,in_progress,2026-05-24,14
TKT000655,CUST0051,FLT00319,service,No staff present at the boarding gate. Completely disorganized.,0.05,neutral,medium,in_progress,2026-05-24,7
TKT000656,CUST0007,FLT00460,delay,Flight delayed by 2 hours with no proactive communication from the airline.,0.0,neutral,high,in_progress,2026-05-24,7
TKT000657,CUST0045,FLT00225,baggage,Extra baggage fee charged twice. Requesting immediate refund.,0.0,neutral,medium,in_progress,2026-05-24,3
TKT000658,CUST0158,FLT00006,service,No staff present at the boarding gate. Completely disorganized.,0.05,neutral,low,closed,2026-05-24,7
TKT000659,CUST0291,FLT00438,refund,Refund requested 3 weeks ago. Still no response from the team.,0.0,neutral,medium,in_progress,2026-05-24,5
TKT000660,CUST0102,FLT00154,baggage,Bag lost on the ABJ connection. No updates after 3 days.,0.0,neutral,low,resolved,2026-05-24,3
TKT000661,CUST0141,FLT00096,baggage,Extra baggage fee charged twice. Requesting immediate refund.,0.0,neutral,low,closed,2026-05-24,5
TKT000662,CUST0121,FLT00394,refund,Refund requested 3 weeks ago. Still no response from the team.,0.0,neutral,medium,resolved,2026-05-24,7
TKT000663,CUST0263,FLT00084,refund,Flight cancelled but voucher not received. Reference pending.,0.0,neutral,low,open,2026-05-24,5
TKT000664,CUST0058,FLT00032,refund,Flight cancelled but voucher not received. Reference pending.,0.0,neutral,low,open,2026-05-24,5
TKT000665,CUST0049,FLT00099,service,No staff present at the boarding gate. Completely disorganized.,0.05,neutral,high,closed,2026-05-24,3
TKT000666,CUST0275,FLT00264,refund,Flight cancelled but voucher not received. Reference pending.,0.0,neutral,medium,resolved,2026-05-24,7
TKT000667,CUST0064,FLT00411,baggage,Bag lost on the ABJ connection. No updates after 3 days.,0.0,neutral,low,closed,2026-05-24,5
TKT000668,CUST0141,FLT00118,service,No staff present at the boarding gate. Completely disorganized.,0.05,neutral,high,open,2026-05-24,7
TKT000669,CUST0177,FLT00257,refund,Refund requested 3 weeks ago. Still no response from the team.,0.0,neutral,low,closed,2026-05-24,3
TKT000670,CUST0096,FLT00427,baggage,Bag lost on the ABJ connection. No updates after 3 days.,0.0,neutral,high,resolved,2026-05-24,3
TKT000671,CUST0213,FLT00370,service,Promised upgrade was not honored at boarding. Very disappointing.,-0.78,negative,low,in_progress,2026-05-24,3
TKT000672,CUST0120,FLT00189,service,No staff present at the boarding gate. Completely disorganized.,0.05,neutral,high,resolved,2026-05-24,5
TKT000673,CUST0095,FLT00200,baggage,Bag lost on the ABJ connection. No updates after 3 days.,0.0,neutral,low,closed,2026-05-24,5
TKT000674,CUST0193,FLT00182,baggage,Bag lost on the ABJ connection. No updates after 3 days.,0.0,neutral,high,open,2026-05-24,3
TKT000675,CUST0070,FLT00072,delay,Missed connecting flight due to delay. Hotel expenses incurred.,-0.125,neutral,high,resolved,2026-05-24,1
TKT000676,CUST0091,FLT00089,service,No staff present at the boarding gate. Completely disorganized.,0.05,neutral,medium,resolved,2026-05-24,30
TKT000677,CUST0230,FLT00214,refund,Refund requested 3 weeks ago. Still no response from the team.,0.0,neutral,high,closed,2026-05-24,5
TKT000678,CUST0095,FLT00309,delay,Missed connecting flight due to delay. Hotel expenses incurred.,-0.125,neutral,critical,in_progress,2026-05-24,14
TKT000679,CUST0030,FLT00396,delay,Recurring delays on this route. Reliability is simply not acceptable.,0.0,neutral,high,resolved,2026-05-24,5
TKT000680,CUST0139,FLT00297,refund,Refund requested 3 weeks ago. Still no response from the team.,0.0,neutral,low,in_progress,2026-05-24,3
TKT000681,CUST0180,FLT00386,baggage,Extra baggage fee charged twice. Requesting immediate refund.,0.0,neutral,low,closed,2026-05-24,3
TKT000682,CUST0022,FLT00215,delay,Missed connecting flight due to delay. Hotel expenses incurred.,-0.125,neutral,medium,in_progress,2026-05-24,7
